id,linguagem,dificuldade,pergunta,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,palavra_chave,explicacao
PYQ497,Python,Dificil,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,for,A palavra-chave for é usada frequentemente em Python.
PYQ498,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,while,A palavra-chave while é usada frequentemente em Python.
PYQ499,Python,Simples,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ500,Python,Simples,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,for,A palavra-chave for é usada frequentemente em Python.
PYQ501,Python,Hard,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,for,A palavra-chave for é usada frequentemente em Python.
PYQ502,Python,Media,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,for,A palavra-chave for é usada frequentemente em Python.
PYQ503,Python,Media,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,for,A palavra-chave for é usada frequentemente em Python.
PYQ504,Python,Hard,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,if,A palavra-chave if é usada frequentemente em Python.
PYQ505,Python,Dificil,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ506,Python,Dificil,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ507,Python,Simples,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ508,Python,Dificil,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ509,Python,Dificil,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,if,A palavra-chave if é usada frequentemente em Python.
PYQ510,Python,Dificil,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ511,Python,Media,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,if,A palavra-chave if é usada frequentemente em Python.
PYQ512,Python,Media,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ513,Python,Simples,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ514,Python,Dificil,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ515,Python,Hard,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,if,A palavra-chave if é usada frequentemente em Python.
PYQ516,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ517,Python,Hard,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,print,A palavra-chave print é usada frequentemente em Python.
PYQ518,Python,Dificil,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ519,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ520,Python,Hard,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,if,A palavra-chave if é usada frequentemente em Python.
PYQ521,Python,Dificil,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ522,Python,Media,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,for,A palavra-chave for é usada frequentemente em Python.
PYQ523,Python,Hard,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ524,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ525,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ526,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ527,Python,Simples,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ528,Python,Dificil,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ529,Python,Simples,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,for,A palavra-chave for é usada frequentemente em Python.
PYQ530,Python,Media,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,for,A palavra-chave for é usada frequentemente em Python.
PYQ531,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ532,Python,Simples,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,if,A palavra-chave if é usada frequentemente em Python.
PYQ533,Python,Dificil,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,print,A palavra-chave print é usada frequentemente em Python.
PYQ534,Python,Simples,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,while,A palavra-chave while é usada frequentemente em Python.
PYQ535,Python,Media,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,while,A palavra-chave while é usada frequentemente em Python.
PYQ536,Python,Dificil,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,if,A palavra-chave if é usada frequentemente em Python.
PYQ537,Python,Dificil,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ538,Python,Media,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,if,A palavra-chave if é usada frequentemente em Python.
PYQ539,Python,Dificil,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ540,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ541,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ542,Python,Simples,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ543,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ544,Python,Hard,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ545,Python,Media,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,for,A palavra-chave for é usada frequentemente em Python.
PYQ546,Python,Simples,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,if,A palavra-chave if é usada frequentemente em Python.
PYQ547,Python,Hard,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,print,A palavra-chave print é usada frequentemente em Python.
PYQ548,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ549,Python,Media,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ550,Python,Dificil,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,while,A palavra-chave while é usada frequentemente em Python.
PYQ551,Python,Dificil,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,if,A palavra-chave if é usada frequentemente em Python.
